S.No.,Requested Timezone,Post Date,Location Name,Address Line1,Address Line2,City,State,Postal Code,Country,Time Zone,Serial Number,Connection Time,Disconnect Time,Total Time,Cummulative Energy,Total Fee,Fee Currency,Organization Name,Occupancy Billable Time,Total Occupancy Time,Billable Time,Plug Duration,Energy Start Time,Energy End Time,Energy Duration,Billing Unit Name,Evse Type,Max Power
1,US/Mountain,9/24/2023 20:15,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,9/24/2023 17:15,9/24/2023 20:15,3:00:34,9.9388867,3.88,USD,Portland State University,0:00:02,0:00:02,3:00:32,3:00:34,9/24/2023 16:15,9/24/2023 19:15,3:00:32,kWh,Level 2,3364.416
2,US/Mountain,9/4/2023 20:37,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,9/4/2023 18:07,9/4/2023 20:37,2:29:54,15.9135469,6.21,USD,Portland State University,0:00:04,0:00:04,2:29:50,2:29:54,9/4/2023 17:07,9/4/2023 19:37,2:29:50,kWh,Level 2,8640
3,US/Mountain,9/4/2023 21:35,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,9/4/2023 21:08,9/4/2023 21:35,0:26:54,2.5642773,1,USD,Portland State University,0:00:03,0:00:03,0:26:51,0:26:54,9/4/2023 20:08,9/4/2023 20:35,0:26:51,kWh,Level 2,8640
4,US/Mountain,10/8/2023 12:21,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,10/8/2023 10:15,10/8/2023 12:21,2:06:06,12.0543672,4.7,USD,Portland State University,0:00:03,0:00:03,2:06:03,2:06:06,10/8/2023 9:15,10/8/2023 11:21,2:06:03,kWh,Level 2,8640
5,US/Mountain,10/1/2023 16:54,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,9/30/2023 18:32,10/1/2023 16:54,22:21:59,16.0433594,6.26,USD,Portland State University,18:43:57,18:43:57,3:38:02,22:21:59,9/30/2023 17:32,10/1/2023 15:54,3:38:02,kWh,Level 2,8640
6,US/Mountain,9/1/2023 9:00,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,8/31/2023 15:54,9/1/2023 9:00,17:05:11,21.568625,8.41,USD,Portland State University,12:39:28,12:39:28,4:25:43,17:05:11,8/31/2023 14:54,9/1/2023 8:00,4:25:43,kWh,Level 2,6775.4016
7,US/Mountain,9/5/2023 16:00,Portland State University - Parking One,1872 Southwest Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004561,9/5/2023 10:52,9/5/2023 16:00,5:07:46,4.6933711,1.83,USD,Portland State University,2:57:35,2:57:35,2:10:11,5:07:46,9/5/2023 9:52,9/5/2023 15:00,2:10:11,kWh,Level 2,6633.4752
8,US/Mountain,10/8/2023 13:01,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,10/8/2023 11:54,10/8/2023 13:01,1:07:26,3.5363008,1.73,USD,Portland State University,0:00:03,0:00:03,1:07:23,1:07:26,10/8/2023 10:54,10/8/2023 12:01,1:07:23,kWh,Level 2,3364.416
9,US/Mountain,9/6/2023 13:12,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004640,9/6/2023 9:32,9/6/2023 13:12,3:40:08,22.4779336,8.77,USD,Portland State University,0:00:11,0:00:11,3:39:57,3:40:08,9/6/2023 8:32,9/6/2023 12:12,3:39:57,kWh,Level 2,6728.832
10,US/Mountain,9/1/2023 0:42,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,9/1/2023 0:16,9/1/2023 0:42,0:26:10,1.396957,0.69,USD,Portland State University,0:00:03,0:00:03,0:26:07,0:26:10,8/31/2023 23:16,8/31/2023 23:42,0:26:07,kWh,Level 2,3364.416
11,US/Mountain,9/1/2023 7:37,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004536,9/1/2023 0:59,9/1/2023 7:37,6:37:47,33.8126289,16.57,USD,Portland State University,1:26:03,1:26:03,5:11:44,6:37:47,8/31/2023 23:59,9/1/2023 6:37,5:11:44,kWh,Level 2,6670.8576
12,US/Mountain,9/6/2023 15:16,Portland State University - Parking One,1872 Southwest Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004561,9/6/2023 10:02,9/6/2023 15:16,5:14:08,4.5153203,1.76,USD,Portland State University,2:57:39,2:57:39,2:16:29,5:14:08,9/6/2023 9:02,9/6/2023 14:16,2:16:29,kWh,Level 2,6633.4752
13,US/Mountain,9/7/2023 18:13,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004536,9/7/2023 10:09,9/7/2023 18:13,8:04:00,11.855168,4.62,USD,Portland State University,5:06:19,5:06:19,2:57:41,8:04:00,9/7/2023 9:09,9/7/2023 17:13,2:57:41,kWh,Level 2,6670.8576
14,US/Mountain,9/1/2023 12:15,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,9/1/2023 10:27,9/1/2023 12:15,1:48:16,5.1165234,2,USD,Portland State University,0:24:03,0:24:03,1:24:13,1:48:16,9/1/2023 9:27,9/1/2023 11:15,1:24:13,kWh,Level 2,8640
15,US/Mountain,9/1/2023 14:26,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,9/1/2023 14:25,9/1/2023 14:26,0:00:34,0,0,USD,Portland State University,0:00:31,0:00:31,0:00:03,0:00:34,9/1/2023 13:25,9/1/2023 13:26,0:00:03,kWh,Level 2,3364.416
16,US/Mountain,9/1/2023 16:47,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,9/1/2023 14:40,9/1/2023 16:47,2:07:14,6.7551094,3.31,USD,Portland State University,0:00:03,0:00:03,2:07:11,2:07:14,9/1/2023 13:40,9/1/2023 15:47,2:07:11,kWh,Level 2,3364.416
17,US/Mountain,9/1/2023 19:41,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,9/1/2023 15:41,9/1/2023 19:41,4:00:14,11.3410859,4.42,USD,Portland State University,1:14:14,1:14:14,2:46:00,4:00:14,9/1/2023 14:41,9/1/2023 18:41,2:46:00,kWh,Level 2,6775.4016
18,US/Mountain,9/7/2023 14:13,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,9/7/2023 2:13,9/7/2023 14:13,11:59:46,22.0554492,8.6,USD,Portland State University,7:35:04,7:35:04,4:24:42,11:59:46,9/7/2023 1:13,9/7/2023 13:13,4:24:42,kWh,Level 2,6775.4016
19,US/Mountain,9/6/2023 11:43,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,9/5/2023 21:15,9/6/2023 11:43,14:27:50,32.3346523,12.61,USD,Portland State University,0:24:02,0:24:02,14:03:48,14:27:50,9/5/2023 20:15,9/6/2023 10:43,14:03:48,kWh,Level 2,3364.416
20,US/Mountain,9/2/2023 12:41,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,9/2/2023 10:38,9/2/2023 12:41,2:03:06,11.681,4.55,USD,Portland State University,0:00:03,0:00:03,2:03:03,2:03:06,9/2/2023 9:38,9/2/2023 11:41,2:03:03,kWh,Level 2,8640
21,US/Mountain,9/2/2023 12:55,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,9/2/2023 11:09,9/2/2023 12:55,1:45:33,5.5090234,2.15,USD,Portland State University,0:01:56,0:01:56,1:43:37,1:45:33,9/2/2023 10:09,9/2/2023 11:55,1:43:37,kWh,Level 2,3364.416
22,US/Mountain,9/2/2023 15:10,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,9/2/2023 14:19,9/2/2023 15:10,0:50:51,2.6412266,1.29,USD,Portland State University,0:00:39,0:00:39,0:50:12,0:50:51,9/2/2023 13:19,9/2/2023 14:10,0:50:12,kWh,Level 2,3364.416
23,US/Mountain,9/7/2023 13:10,Portland State University - Parking One,1872 Southwest Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012922,9/7/2023 10:32,9/7/2023 13:10,2:38:46,4.5060898,1.76,USD,Portland State University,0:34:34,0:34:34,2:04:12,2:38:46,9/7/2023 9:32,9/7/2023 12:10,2:04:12,kWh,Level 2,8640
24,US/Mountain,9/3/2023 13:39,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,9/3/2023 4:02,9/3/2023 13:39,9:37:42,30.0480547,11.72,USD,Portland State University,3:56:04,3:56:04,5:41:38,9:37:42,9/3/2023 3:02,9/3/2023 12:39,5:41:38,kWh,Level 2,6775.4016
25,US/Mountain,9/3/2023 19:49,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,9/3/2023 16:01,9/3/2023 19:49,3:48:02,24.0436055,9.38,USD,Portland State University,0:00:02,0:00:02,3:48:00,3:48:02,9/3/2023 15:01,9/3/2023 18:49,3:48:00,kWh,Level 2,6775.4016
26,US/Mountain,9/6/2023 13:18,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004536,9/6/2023 10:51,9/6/2023 13:18,2:27:14,14.227832,5.55,USD,Portland State University,0:00:02,0:00:02,2:27:12,2:27:14,9/6/2023 9:51,9/6/2023 12:18,2:27:12,kWh,Level 2,6670.8576
27,US/Mountain,9/3/2023 22:34,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,9/3/2023 17:25,9/3/2023 22:34,5:09:30,33.0791875,12.9,USD,Portland State University,0:00:03,0:00:03,5:09:27,5:09:30,9/3/2023 16:25,9/3/2023 21:34,5:09:27,kWh,Level 2,8640
28,US/Mountain,9/7/2023 15:09,Portland State University - Parking One,1872 Southwest Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004561,9/7/2023 9:31,9/7/2023 15:09,5:38:07,7.5301055,3.69,USD,Portland State University,3:10:41,3:10:41,2:27:26,5:38:07,9/7/2023 8:31,9/7/2023 14:09,2:27:26,kWh,Level 2,6633.4752
29,US/Mountain,9/6/2023 19:31,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,9/6/2023 16:37,9/6/2023 19:31,2:53:32,9.2181133,3.6,USD,Portland State University,0:00:03,0:00:03,2:53:29,2:53:32,9/6/2023 15:37,9/6/2023 18:31,2:53:29,kWh,Level 2,3364.416
30,US/Mountain,9/4/2023 12:18,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,9/3/2023 22:28,9/4/2023 12:17,13:49:38,43.4357031,21.28,USD,Portland State University,0:00:03,0:00:03,13:49:35,13:49:38,9/3/2023 21:28,9/4/2023 11:17,13:49:35,kWh,Level 2,3364.416
31,US/Mountain,9/3/2023 23:17,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,9/3/2023 22:35,9/3/2023 23:17,0:41:36,0,0,USD,Portland State University,0:41:36,0:41:36,0:00:00,0:41:36,9/3/2023 21:35,9/3/2023 22:17,0:00:00,kWh,Level 2,8640
32,US/Mountain,9/12/2023 13:41,Portland State University - Parking One,1872 Southwest Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004561,9/12/2023 10:16,9/12/2023 13:41,3:24:30,4.80375,1.87,USD,Portland State University,1:14:44,1:14:44,2:09:46,3:24:30,9/12/2023 9:16,9/12/2023 12:41,2:09:46,kWh,Level 2,6633.4752
33,US/Mountain,9/7/2023 23:27,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,9/7/2023 20:21,9/7/2023 23:27,3:06:28,7.45225,2.91,USD,Portland State University,0:57:59,0:57:59,2:08:29,3:06:28,9/7/2023 19:21,9/7/2023 22:27,2:08:29,kWh,Level 2,8640
34,US/Mountain,9/12/2023 17:54,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012605,9/12/2023 11:18,9/12/2023 17:54,6:35:55,0.0097461,0,USD,Portland State University,6:35:38,6:35:38,0:00:17,6:35:55,9/12/2023 10:18,9/12/2023 16:54,0:00:17,kWh,Level 2,6764.6304
35,US/Mountain,9/12/2023 12:47,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004536,9/12/2023 10:26,9/12/2023 12:47,2:20:51,12.9838398,5.06,USD,Portland State University,0:00:00,0:00:00,2:20:51,2:20:51,9/12/2023 9:26,9/12/2023 11:47,2:20:51,kWh,Level 2,6670.8576
36,US/Mountain,9/8/2023 17:42,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012605,9/8/2023 11:22,9/8/2023 17:42,6:20:09,41.7211992,20.44,USD,Portland State University,0:00:04,0:00:04,6:20:05,6:20:09,9/8/2023 10:22,9/8/2023 16:42,6:20:05,kWh,Level 2,6764.6304
37,US/Mountain,9/18/2023 20:36,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,9/18/2023 19:39,9/18/2023 20:36,0:57:06,3.5303672,1.38,USD,Portland State University,0:00:04,0:00:04,0:57:02,0:57:06,9/18/2023 18:39,9/18/2023 19:36,0:57:02,kWh,Level 2,8640
38,US/Mountain,9/14/2023 14:58,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,9/14/2023 9:59,9/14/2023 14:58,4:58:25,17.5802539,6.86,USD,Portland State University,0:00:03,0:00:03,4:58:22,4:58:25,9/14/2023 8:59,9/14/2023 13:58,4:58:22,kWh,Level 2,6775.4016
39,US/Mountain,9/14/2023 16:23,Portland State University - Parking One,1872 Southwest Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004561,9/14/2023 10:16,9/14/2023 16:23,6:06:54,4.9925156,1.95,USD,Portland State University,3:38:48,3:38:48,2:28:06,6:06:54,9/14/2023 9:16,9/14/2023 15:23,2:28:06,kWh,Level 2,6633.4752
40,US/Mountain,9/13/2023 17:04,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004536,9/13/2023 10:39,9/13/2023 17:04,6:24:37,22.5117813,11.03,USD,Portland State University,2:56:51,2:56:51,3:27:46,6:24:37,9/13/2023 9:39,9/13/2023 16:04,3:27:46,kWh,Level 2,6670.8576
41,US/Mountain,9/25/2023 11:11,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,9/24/2023 22:46,9/25/2023 11:11,12:24:14,33.6660781,13.13,USD,Portland State University,6:08:42,6:08:42,6:15:32,12:24:14,9/24/2023 21:46,9/25/2023 10:11,6:15:32,kWh,Level 2,6775.4016
42,US/Mountain,10/22/2023 12:43,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,10/22/2023 10:31,10/22/2023 12:43,2:11:34,12.651332,4.93,USD,Portland State University,0:00:05,0:00:05,2:11:29,2:11:34,10/22/2023 9:31,10/22/2023 11:43,2:11:29,kWh,Level 2,8640
43,US/Mountain,9/13/2023 17:39,Portland State University - Parking One,1872 Southwest Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004561,9/13/2023 10:39,9/13/2023 17:39,7:00:26,4.4595625,1.74,USD,Portland State University,5:00:22,5:00:22,2:00:04,7:00:26,9/13/2023 9:39,9/13/2023 16:39,2:00:04,kWh,Level 2,6633.4752
44,US/Mountain,9/9/2023 13:34,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,9/9/2023 3:00,9/9/2023 13:34,10:34:08,24.5264297,9.57,USD,Portland State University,5:44:54,5:44:54,4:49:14,10:34:08,9/9/2023 2:00,9/9/2023 12:34,4:49:14,kWh,Level 2,6775.4016
45,US/Mountain,9/9/2023 12:20,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,9/9/2023 11:03,9/9/2023 12:20,1:16:58,3.9546719,1.94,USD,Portland State University,0:00:04,0:00:04,1:16:54,1:16:58,9/9/2023 10:03,9/9/2023 11:20,1:16:54,kWh,Level 2,3364.416
46,US/Mountain,9/19/2023 19:03,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,9/19/2023 11:00,9/19/2023 19:03,8:02:47,0.0086563,0,USD,Portland State University,8:02:30,8:02:30,0:00:17,8:02:47,9/19/2023 10:00,9/19/2023 18:03,0:00:17,kWh,Level 2,6775.4016
47,US/Mountain,9/14/2023 12:38,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004536,9/14/2023 11:37,9/14/2023 12:38,1:01:11,6.1871562,2.41,USD,Portland State University,0:00:00,0:00:00,1:01:11,1:01:11,9/14/2023 10:37,9/14/2023 11:38,1:01:11,kWh,Level 2,6670.8576
48,US/Mountain,9/9/2023 12:35,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,9/9/2023 10:52,9/9/2023 12:35,1:42:21,9.741207,3.8,USD,Portland State University,0:00:03,0:00:03,1:42:18,1:42:21,9/9/2023 9:52,9/9/2023 11:35,1:42:18,kWh,Level 2,8640
49,US/Mountain,9/18/2023 14:41,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,9/18/2023 14:14,9/18/2023 14:41,0:27:41,2.5829297,1.01,USD,Portland State University,0:00:04,0:00:04,0:27:37,0:27:41,9/18/2023 13:14,9/18/2023 13:41,0:27:37,kWh,Level 2,8640
50,US/Mountain,9/14/2023 9:16,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,9/13/2023 21:20,9/14/2023 9:15,11:55:24,7.9434883,3.1,USD,Portland State University,9:45:07,9:45:07,2:10:17,11:55:24,9/13/2023 20:20,9/14/2023 8:15,2:10:17,kWh,Level 2,6775.4016
51,US/Mountain,9/13/2023 12:06,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,9/13/2023 9:40,9/13/2023 12:06,2:25:36,15.4522969,7.57,USD,Portland State University,0:00:05,0:00:05,2:25:31,2:25:36,9/13/2023 8:40,9/13/2023 11:06,2:25:31,kWh,Level 2,8640
52,US/Mountain,9/14/2023 17:08,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012605,9/14/2023 10:36,9/14/2023 17:08,6:32:14,12.774875,4.98,USD,Portland State University,1:53:47,1:53:47,4:38:27,6:32:14,9/14/2023 9:36,9/14/2023 16:08,4:38:27,kWh,Level 2,6764.6304
53,US/Mountain,9/18/2023 21:22,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,9/18/2023 13:10,9/18/2023 21:22,8:12:02,11.0711172,4.32,USD,Portland State University,5:27:00,5:27:00,2:45:02,8:12:02,9/18/2023 12:10,9/18/2023 20:22,2:45:02,kWh,Level 2,6775.4016
54,US/Mountain,9/19/2023 17:10,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012605,9/19/2023 10:27,9/19/2023 17:10,6:43:28,5.1893047,2.02,USD,Portland State University,5:00:55,5:00:55,1:42:33,6:43:28,9/19/2023 9:27,9/19/2023 16:10,1:42:33,kWh,Level 2,6764.6304
55,US/Mountain,9/15/2023 11:15,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,9/15/2023 2:03,9/15/2023 11:15,9:11:34,23.1550078,9.03,USD,Portland State University,4:38:27,4:38:27,4:33:07,9:11:34,9/15/2023 1:03,9/15/2023 10:15,4:33:07,kWh,Level 2,6775.4016
56,US/Mountain,9/20/2023 12:50,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,9/20/2023 4:41,9/20/2023 12:50,8:09:09,16.4433477,6.41,USD,Portland State University,4:32:16,4:32:16,3:36:53,8:09:09,9/20/2023 3:41,9/20/2023 11:50,3:36:53,kWh,Level 2,6775.4016
57,US/Mountain,9/25/2023 14:26,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,9/25/2023 11:02,9/25/2023 14:25,3:23:49,10.8150898,4.22,USD,Portland State University,0:00:03,0:00:03,3:23:46,3:23:49,9/25/2023 10:02,9/25/2023 13:25,3:23:46,kWh,Level 2,8640
58,US/Mountain,9/25/2023 9:59,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,9/25/2023 8:26,9/25/2023 9:59,1:33:07,4.9385469,2.42,USD,Portland State University,0:00:03,0:00:03,1:33:04,1:33:07,9/25/2023 7:26,9/25/2023 8:59,1:33:04,kWh,Level 2,3364.416
59,US/Mountain,9/25/2023 17:09,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004640,9/25/2023 11:17,9/25/2023 17:09,5:51:32,26.2748242,10.25,USD,Portland State University,0:00:02,0:00:02,5:51:30,5:51:32,9/25/2023 10:17,9/25/2023 16:09,5:51:30,kWh,Level 2,6728.832
60,US/Mountain,10/1/2023 20:07,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,10/1/2023 16:46,10/1/2023 20:07,3:20:55,11.032207,4.3,USD,Portland State University,0:00:02,0:00:02,3:20:53,3:20:55,10/1/2023 15:46,10/1/2023 19:07,3:20:53,kWh,Level 2,3364.416
