S.No.,Requested Timezone,Post Date,Location Name,Address Line1,Address Line2,City,State,Postal Code,Country,Time Zone,Serial Number,Connection Time,Disconnect Time,Total Time,Cummulative Energy,Total Fee,Fee Currency,Organization Name,Occupancy Billable Time,Total Occupancy Time,Billable Time,Plug Duration,Energy Start Time,Energy End Time,Energy Duration,Billing Unit Name,Evse Type,Max Power
181,US/Mountain,10/18/2023 22:52,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004536,10/18/2023 9:36,10/18/2023 22:52,13:15:57,10.1339844,3.95,USD,Portland State University,10:34:20,10:34:20,2:41:37,13:15:57,10/18/2023 8:36,10/18/2023 21:52,2:41:37,kWh,Level 2,6670.8576
182,US/Mountain,10/17/2023 18:04,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,10/17/2023 13:51,10/17/2023 18:04,4:13:08,14.7040156,5.73,USD,Portland State University,0:00:04,0:00:04,4:13:04,4:13:08,10/17/2023 12:51,10/17/2023 17:04,4:13:04,kWh,Level 2,8640
183,US/Mountain,10/17/2023 17:27,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004640,10/17/2023 9:39,10/17/2023 17:27,7:48:27,6.2973594,2.46,USD,Portland State University,5:37:14,5:37:14,2:11:13,7:48:27,10/17/2023 8:39,10/17/2023 16:27,2:11:13,kWh,Level 2,6728.832
184,US/Mountain,10/14/2023 13:44,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,10/14/2023 10:56,10/14/2023 13:44,2:47:50,9.0731172,3.54,USD,Portland State University,0:00:04,0:00:04,2:47:46,2:47:50,10/14/2023 9:56,10/14/2023 12:44,2:47:46,kWh,Level 2,3364.416
185,US/Mountain,10/14/2023 12:18,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,10/14/2023 11:34,10/14/2023 12:18,0:44:11,4.8944883,1.91,USD,Portland State University,0:00:03,0:00:03,0:44:08,0:44:11,10/14/2023 10:34,10/14/2023 11:18,0:44:08,kWh,Level 2,6775.4016
186,US/Mountain,10/14/2023 14:49,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004640,10/14/2023 12:57,10/14/2023 14:49,1:51:57,10.9519023,4.27,USD,Portland State University,0:00:00,0:00:00,1:51:57,1:51:57,10/14/2023 11:57,10/14/2023 13:49,1:51:57,kWh,Level 2,6728.832
187,US/Mountain,10/14/2023 12:56,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,10/14/2023 12:56,10/14/2023 12:56,0:00:35,0,0,USD,Portland State University,0:00:35,0:00:35,0:00:00,0:00:35,10/14/2023 11:56,10/14/2023 11:56,0:00:00,kWh,Level 2,8640
188,US/Mountain,10/14/2023 13:51,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,10/14/2023 13:21,10/14/2023 13:51,0:29:49,3.282418,1.28,USD,Portland State University,0:00:06,0:00:06,0:29:43,0:29:49,10/14/2023 12:21,10/14/2023 12:51,0:29:43,kWh,Level 2,6775.4016
189,US/Mountain,10/14/2023 18:05,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,10/14/2023 14:39,10/14/2023 18:05,3:25:05,11.3893242,4.44,USD,Portland State University,1:18:33,1:18:33,2:06:32,3:25:05,10/14/2023 13:39,10/14/2023 17:05,2:06:32,kWh,Level 2,8640
190,US/Mountain,10/14/2023 16:03,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,10/14/2023 16:00,10/14/2023 16:03,0:03:01,0.1585352,0.06,USD,Portland State University,0:00:02,0:00:02,0:02:59,0:03:01,10/14/2023 15:00,10/14/2023 15:03,0:02:59,kWh,Level 2,3364.416
191,US/Mountain,10/14/2023 19:30,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012605,10/14/2023 16:05,10/14/2023 19:30,3:25:25,22.1927734,8.65,USD,Portland State University,0:00:03,0:00:03,3:25:22,3:25:25,10/14/2023 15:05,10/14/2023 18:30,3:25:22,kWh,Level 2,6764.6304
192,US/Mountain,10/15/2023 1:01,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,10/14/2023 22:04,10/15/2023 1:01,2:56:24,18.5501016,7.23,USD,Portland State University,0:00:00,0:00:00,2:56:24,2:56:24,10/14/2023 21:04,10/15/2023 0:01,2:56:24,kWh,Level 2,6775.4016
193,US/Mountain,10/18/2023 17:53,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012605,10/18/2023 11:28,10/18/2023 17:53,6:24:25,0.0465937,0.02,USD,Portland State University,6:23:14,6:23:14,0:01:11,6:24:25,10/18/2023 10:28,10/18/2023 16:53,0:01:11,kWh,Level 2,6764.6304
194,US/Mountain,10/18/2023 15:43,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,10/18/2023 11:32,10/18/2023 15:43,4:10:58,25.6502578,10,USD,Portland State University,0:00:12,0:00:12,4:10:46,4:10:58,10/18/2023 10:32,10/18/2023 14:43,4:10:46,kWh,Level 2,8640
195,US/Mountain,10/23/2023 0:51,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,10/22/2023 17:33,10/23/2023 0:51,7:18:30,14.0474922,6.88,USD,Portland State University,2:32:11,2:32:11,4:46:19,7:18:30,10/22/2023 16:33,10/22/2023 23:51,4:46:19,kWh,Level 2,3364.416
196,US/Mountain,10/18/2023 13:43,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,10/18/2023 11:27,10/18/2023 13:43,2:16:04,5.2118359,2.55,USD,Portland State University,0:00:09,0:00:09,2:15:55,2:16:04,10/18/2023 10:27,10/18/2023 12:43,2:15:55,kWh,Level 2,3364.416
197,US/Mountain,10/29/2023 20:02,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,10/29/2023 17:36,10/29/2023 20:02,2:26:06,10.9849766,4.28,USD,Portland State University,0:00:06,0:00:06,2:26:00,2:26:06,10/29/2023 16:36,10/29/2023 19:02,2:26:00,kWh,Level 2,8640
198,US/Mountain,10/19/2023 18:34,Portland State University - Parking One,1872 Southwest Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004561,10/19/2023 9:07,10/19/2023 18:34,9:26:52,4.3736992,1.71,USD,Portland State University,6:59:14,6:59:14,2:27:38,9:26:52,10/19/2023 8:07,10/19/2023 17:34,2:27:38,kWh,Level 2,6633.4752
199,US/Mountain,10/19/2023 12:29,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004640,10/19/2023 9:08,10/19/2023 12:29,3:20:39,6.2927461,2.45,USD,Portland State University,1:10:12,1:10:12,2:10:27,3:20:39,10/19/2023 8:08,10/19/2023 11:29,2:10:27,kWh,Level 2,6728.832
200,US/Mountain,10/25/2023 11:54,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,10/25/2023 10:17,10/25/2023 11:54,1:37:36,5.3473516,2.08,USD,Portland State University,0:00:00,0:00:00,1:37:36,1:37:36,10/25/2023 9:17,10/25/2023 10:54,1:37:36,kWh,Level 2,6775.4016
201,US/Mountain,10/25/2023 11:16,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,10/25/2023 10:23,10/25/2023 11:16,0:52:23,1.9578086,0,USD,Portland State University,0:00:03,0:00:03,0:52:20,0:52:23,10/25/2023 9:23,10/25/2023 10:16,0:52:20,kWh,Level 2,3364.416
202,US/Mountain,10/25/2023 15:14,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,10/25/2023 10:29,10/25/2023 15:14,4:44:46,29.2215508,11.4,USD,Portland State University,0:00:05,0:00:05,4:44:41,4:44:46,10/25/2023 9:29,10/25/2023 14:14,4:44:41,kWh,Level 2,8640
203,US/Mountain,10/24/2023 21:55,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012605,10/24/2023 16:57,10/24/2023 21:55,4:58:21,6.1958828,2.42,USD,Portland State University,3:00:49,3:00:49,1:57:32,4:58:21,10/24/2023 15:57,10/24/2023 20:55,1:57:32,kWh,Level 2,6764.6304
204,US/Mountain,10/25/2023 21:26,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,10/25/2023 17:09,10/25/2023 21:26,4:17:25,5.2322773,2.04,USD,Portland State University,0:45:29,0:45:29,3:31:56,4:17:25,10/25/2023 16:09,10/25/2023 20:26,3:31:56,kWh,Level 2,3364.416
205,US/Mountain,10/24/2023 17:19,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004640,10/24/2023 9:44,10/24/2023 17:19,7:34:33,6.3242383,2.47,USD,Portland State University,5:21:48,5:21:48,2:12:45,7:34:33,10/24/2023 8:44,10/24/2023 16:19,2:12:45,kWh,Level 2,6728.832
206,US/Mountain,10/24/2023 19:34,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,10/24/2023 17:28,10/24/2023 19:34,2:05:31,7.038707,2.75,USD,Portland State University,0:00:00,0:00:00,2:05:31,2:05:31,10/24/2023 16:28,10/24/2023 18:34,2:05:31,kWh,Level 2,6775.4016
207,US/Mountain,10/25/2023 22:15,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004536,10/25/2023 10:23,10/25/2023 22:15,11:51:59,7.1762969,2.8,USD,Portland State University,9:21:09,9:21:09,2:30:50,11:51:59,10/25/2023 9:23,10/25/2023 21:15,2:30:50,kWh,Level 2,6670.8576
208,US/Mountain,10/25/2023 14:33,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,10/25/2023 11:37,10/25/2023 14:33,2:56:11,6.2088594,2.42,USD,Portland State University,0:00:05,0:00:05,2:56:06,2:56:11,10/25/2023 10:37,10/25/2023 13:33,2:56:06,kWh,Level 2,3364.416
209,US/Mountain,10/24/2023 13:03,Portland State University - Parking One,1872 Southwest Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004561,10/24/2023 10:00,10/24/2023 13:03,3:03:23,4.469457,1.74,USD,Portland State University,1:05:43,1:05:43,1:57:40,3:03:23,10/24/2023 9:00,10/24/2023 12:03,1:57:40,kWh,Level 2,6633.4752
210,US/Mountain,10/20/2023 23:36,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012605,10/20/2023 11:02,10/20/2023 23:36,12:34:09,0.0552031,0.02,USD,Portland State University,12:32:52,12:32:52,0:01:17,12:34:09,10/20/2023 10:02,10/20/2023 22:36,0:01:17,kWh,Level 2,6764.6304
211,US/Mountain,10/24/2023 18:17,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004536,10/24/2023 10:00,10/24/2023 18:17,8:16:53,5.6224922,2.19,USD,Portland State University,6:26:22,6:26:22,1:50:31,8:16:53,10/24/2023 9:00,10/24/2023 17:17,1:50:31,kWh,Level 2,6670.8576
212,US/Mountain,10/20/2023 20:32,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,10/20/2023 16:03,10/20/2023 20:32,4:28:07,14.6302227,7.17,USD,Portland State University,0:00:04,0:00:04,4:28:03,4:28:07,10/20/2023 15:03,10/20/2023 19:32,4:28:03,kWh,Level 2,3364.416
213,US/Mountain,10/25/2023 18:07,Portland State University - Parking One,1872 Southwest Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004561,10/25/2023 10:18,10/25/2023 18:07,7:49:10,4.6503633,1.81,USD,Portland State University,5:16:36,5:16:36,2:32:34,7:49:10,10/25/2023 9:18,10/25/2023 17:07,2:32:34,kWh,Level 2,6633.4752
214,US/Mountain,10/20/2023 23:48,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,10/20/2023 20:38,10/20/2023 23:48,3:10:32,10.4851406,4.09,USD,Portland State University,0:00:03,0:00:03,3:10:29,3:10:32,10/20/2023 19:38,10/20/2023 22:48,3:10:29,kWh,Level 2,3364.416
215,US/Mountain,10/21/2023 9:58,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012605,10/21/2023 9:55,10/21/2023 9:58,0:03:11,0,0,USD,Portland State University,0:03:11,0:03:11,0:00:00,0:03:11,10/21/2023 8:55,10/21/2023 8:58,0:00:00,kWh,Level 2,6764.6304
216,US/Mountain,10/21/2023 13:18,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012605,10/21/2023 10:01,10/21/2023 13:18,3:17:43,0,0,USD,Portland State University,3:17:43,3:17:43,0:00:00,3:17:43,10/21/2023 9:01,10/21/2023 12:18,0:00:00,kWh,Level 2,6764.6304
217,US/Mountain,10/21/2023 12:45,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,10/21/2023 10:26,10/21/2023 12:45,2:18:51,12.86275,5.02,USD,Portland State University,0:00:04,0:00:04,2:18:47,2:18:51,10/21/2023 9:26,10/21/2023 11:45,2:18:47,kWh,Level 2,8640
218,US/Mountain,10/24/2023 11:13,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,10/24/2023 10:48,10/24/2023 11:13,0:25:01,1.2892695,0,USD,Portland State University,0:00:15,0:00:15,0:24:46,0:25:01,10/24/2023 9:48,10/24/2023 10:13,0:24:46,kWh,Level 2,6775.4016
219,US/Mountain,10/21/2023 12:35,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,10/21/2023 10:49,10/21/2023 12:35,1:46:21,5.6060586,2.19,USD,Portland State University,0:00:53,0:00:53,1:45:28,1:46:21,10/21/2023 9:49,10/21/2023 11:35,1:45:28,kWh,Level 2,3364.416
220,US/Mountain,10/26/2023 13:52,Portland State University - Parking One,1872 Southwest Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004561,10/26/2023 10:10,10/26/2023 13:52,3:42:11,5.1767891,2.02,USD,Portland State University,1:32:41,1:32:41,2:09:30,3:42:11,10/26/2023 9:10,10/26/2023 12:52,2:09:30,kWh,Level 2,6633.4752
221,US/Mountain,10/25/2023 20:04,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012605,10/25/2023 9:39,10/25/2023 20:04,10:25:05,62.0374648,30.4,USD,Portland State University,0:00:03,0:00:03,10:25:02,10:25:05,10/25/2023 8:39,10/25/2023 19:04,10:25:02,kWh,Level 2,6764.6304
222,US/Mountain,10/26/2023 17:54,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,10/26/2023 17:53,10/26/2023 17:54,0:01:06,0.049707,0.02,USD,Portland State University,0:00:05,0:00:05,0:01:01,0:01:06,10/26/2023 16:53,10/26/2023 16:54,0:01:01,kWh,Level 2,6775.4016
223,US/Mountain,10/26/2023 20:08,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,10/26/2023 17:54,10/26/2023 20:08,2:13:32,5.677625,2.21,USD,Portland State University,0:17:42,0:17:42,1:55:50,2:13:32,10/26/2023 16:54,10/26/2023 19:08,1:55:50,kWh,Level 2,6775.4016
224,US/Mountain,10/26/2023 19:30,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004536,10/26/2023 17:31,10/26/2023 19:30,1:58:55,13.3814219,5.22,USD,Portland State University,0:00:08,0:00:08,1:58:47,1:58:55,10/26/2023 16:31,10/26/2023 18:30,1:58:47,kWh,Level 2,6670.8576
225,US/Mountain,10/26/2023 23:14,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,10/26/2023 19:38,10/26/2023 23:14,3:35:58,11.6791211,4.55,USD,Portland State University,0:00:05,0:00:05,3:35:53,3:35:58,10/26/2023 18:38,10/26/2023 22:14,3:35:53,kWh,Level 2,3364.416
226,US/Mountain,10/31/2023 13:08,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,10/31/2023 8:58,10/31/2023 13:08,4:09:40,6.1234766,2.39,USD,Portland State University,1:28:21,1:28:21,2:41:19,4:09:40,10/31/2023 7:58,10/31/2023 12:08,2:41:19,kWh,Level 2,3364.416
227,US/Mountain,10/27/2023 13:23,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012605,10/27/2023 12:42,10/27/2023 13:23,0:41:19,4.0749102,1.59,USD,Portland State University,0:00:02,0:00:02,0:41:17,0:41:19,10/27/2023 11:42,10/27/2023 12:23,0:41:17,kWh,Level 2,6764.6304
228,US/Mountain,10/31/2023 18:26,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,10/31/2023 16:26,10/31/2023 18:26,2:00:22,13.6161797,5.31,USD,Portland State University,0:00:00,0:00:00,2:00:22,2:00:22,10/31/2023 15:26,10/31/2023 17:26,2:00:22,kWh,Level 2,6775.4016
229,US/Mountain,10/27/2023 16:39,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,10/27/2023 13:37,10/27/2023 16:39,3:02:42,9.4845234,3.7,USD,Portland State University,0:00:07,0:00:07,3:02:35,3:02:42,10/27/2023 12:37,10/27/2023 15:39,3:02:35,kWh,Level 2,3364.416
230,US/Mountain,10/27/2023 16:19,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012605,10/27/2023 14:52,10/27/2023 16:19,1:27:11,5.3786211,2.63,USD,Portland State University,0:00:03,0:00:03,1:27:08,1:27:11,10/27/2023 13:52,10/27/2023 15:19,1:27:08,kWh,Level 2,6764.6304
231,US/Mountain,10/31/2023 11:59,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,10/31/2023 9:49,10/31/2023 11:59,2:10:19,13.9464141,6.83,USD,Portland State University,0:00:16,0:00:16,2:10:03,2:10:19,10/31/2023 8:49,10/31/2023 10:59,2:10:03,kWh,Level 2,8640
232,US/Mountain,10/27/2023 22:25,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,10/27/2023 18:36,10/27/2023 22:25,3:49:45,12.7938281,4.99,USD,Portland State University,0:00:03,0:00:03,3:49:42,3:49:45,10/27/2023 17:36,10/27/2023 21:25,3:49:42,kWh,Level 2,3364.416
233,US/Mountain,10/28/2023 14:22,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,10/28/2023 12:57,10/28/2023 14:22,1:24:39,8.6512422,3.37,USD,Portland State University,0:00:02,0:00:02,1:24:37,1:24:39,10/28/2023 11:57,10/28/2023 13:22,1:24:37,kWh,Level 2,6775.4016
234,US/Mountain,10/31/2023 14:22,Portland State University - Parking One,1872 Southwest Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004561,10/31/2023 10:35,10/31/2023 14:22,3:47:12,5.660582,2.21,USD,Portland State University,1:32:25,1:32:25,2:14:47,3:47:12,10/31/2023 9:35,10/31/2023 13:22,2:14:47,kWh,Level 2,6633.4752
235,US/Mountain,10/28/2023 18:42,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,10/28/2023 14:52,10/28/2023 18:42,3:49:31,12.6600586,4.94,USD,Portland State University,0:00:02,0:00:02,3:49:29,3:49:31,10/28/2023 13:52,10/28/2023 17:42,3:49:29,kWh,Level 2,3364.416
236,US/Mountain,10/31/2023 13:23,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004536,10/31/2023 10:45,10/31/2023 13:23,2:38:00,12.2694219,4.79,USD,Portland State University,0:00:00,0:00:00,2:38:00,2:38:00,10/31/2023 9:45,10/31/2023 12:23,2:38:00,kWh,Level 2,6670.8576
237,US/Mountain,10/27/2023 17:17,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004536,10/27/2023 16:02,10/27/2023 17:17,1:15:03,6.9220352,3.39,USD,Portland State University,0:00:04,0:00:04,1:14:59,1:15:03,10/27/2023 15:02,10/27/2023 16:17,1:14:59,kWh,Level 2,6670.8576
238,US/Mountain,10/28/2023 19:54,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012605,10/28/2023 18:07,10/28/2023 19:54,1:46:41,11.3875508,5.58,USD,Portland State University,0:00:05,0:00:05,1:46:36,1:46:41,10/28/2023 17:07,10/28/2023 18:54,1:46:36,kWh,Level 2,6764.6304
239,US/Mountain,10/28/2023 18:07,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012605,10/28/2023 18:06,10/28/2023 18:07,0:00:30,0,0,USD,Portland State University,0:00:30,0:00:30,0:00:00,0:00:30,10/28/2023 17:06,10/28/2023 17:07,0:00:00,kWh,Level 2,6764.6304
240,US/Mountain,10/28/2023 23:56,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,10/28/2023 18:57,10/28/2023 23:56,4:58:54,14.4776641,7.09,USD,Portland State University,2:14:49,2:14:49,2:44:05,4:58:54,10/28/2023 17:57,10/28/2023 22:56,2:44:05,kWh,Level 2,8640
241,US/Mountain,10/30/2023 21:46,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,10/30/2023 19:05,10/30/2023 21:45,2:40:29,8.9049375,4.36,USD,Portland State University,0:00:07,0:00:07,2:40:22,2:40:29,10/30/2023 18:05,10/30/2023 20:45,2:40:22,kWh,Level 2,3364.416
